CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,mod_Attrition_Flag,mod_Gender,mod_Education_Level,mod_Income_Category,mod_Card_Category,handled_Total_Trans_Amt,mod_Age_Group,Trans_per_Month,Avg_Trans_Amt,Util_Ratio
719108358,Existing Customer,39,M,2,Post-Graduate,2.0,$80K - $120K,Blue,31,5,2,1,18974.0,2517,16457.0,1.369,2783,56,1.0,0.133,0,1,4.0,4.0,0,7.931644021454311,Adults,1.8064516129032258,49.69642857142857,0.1326552123959102
769323183,Existing Customer,51,M,4,Uneducated,1.0,$120K +,Blue,45,6,2,3,12101.0,2517,9584.0,0.733,2086,44,0.76,0.208,0,1,0.0,5.0,0,7.643482907077201,Adults,0.9777777777777777,47.40909090909091,0.20799933889761177
820020258,Existing Customer,55,F,1,High School,1.0,$40K - $60K,Blue,46,5,3,4,5379.0,962,4417.0,0.827,1778,40,0.29,0.179,0,0,1.0,2.0,0,7.483806687665835,Adults,0.8695652173913043,44.45,0.17884365123628929
719234883,Existing Customer,57,M,3,Graduate,1.0,$120K +,Blue,49,5,3,3,32676.0,2134,30542.0,0.797,3990,88,0.76,0.065,0,1,3.0,5.0,0,8.291797105048733,Adults,1.7959183673469388,45.34090909090909,0.06530787122046762
807349158,Existing Customer,36,M,4,Doctorate,3.0,$120K +,Blue,31,4,3,4,34516.0,1491,33025.0,0.93,2243,60,0.935,0.043,0,1,5.0,5.0,0,7.716015266642587,Adults,1.935483870967742,37.38333333333333,0.043197357747131765
710799783,Existing Customer,35,M,2,Unknown,2.0,$120K +,Blue,36,4,3,4,15202.0,1779,13423.0,1.392,3143,60,0.579,0.117,0,1,,5.0,0,8.053251153549096,Adults,1.6666666666666667,52.38333333333333,0.1170240757795027
778456983,Existing Customer,38,F,2,Unknown,1.0,Less than $40K,Blue,23,5,3,3,2222.0,1205,1017.0,0.395,1823,49,0.361,0.542,0,0,,1.0,0,7.508787170634276,Adults,2.130434782608696,37.204081632653065,0.5423042304230423
708644208,Existing Customer,39,F,2,Graduate,1.0,$40K - $60K,Blue,34,5,2,4,5858.0,0,5858.0,0.853,3355,77,0.604,0.0,0,0,3.0,2.0,0,8.118505067587098,Adults,2.264705882352941,43.57142857142857,0.0
711659958,Existing Customer,65,F,0,Graduate,2.0,$40K - $60K,Blue,56,4,2,1,2692.0,1869,823.0,0.744,1594,36,0.895,0.694,0,0,3.0,2.0,0,7.374629015218945,Seniors,0.6428571428571429,44.27777777777778,0.6942793462109955
798988983,Existing Customer,51,F,2,Uneducated,2.0,Less than $40K,Blue,45,6,3,2,7165.0,2037,5128.0,0.83,3553,78,0.902,0.284,0,0,0.0,1.0,0,8.175829008714597,Adults,1.7333333333333334,45.55128205128205,0.2842986741102582
710760258,Existing Customer,50,F,3,High School,2.0,Less than $40K,Blue,38,4,3,4,1438.3,0,1438.3,1.084,4740,81,0.653,0.0,0,0,1.0,1.0,0,8.464003362902119,Adults,2.1315789473684212,58.51851851851852,0.0
799700208,Existing Customer,38,M,2,Graduate,1.0,$60K - $80K,Silver,32,5,1,1,26988.0,1587,25401.0,0.968,3732,70,0.795,0.059,0,1,3.0,3.0,1,8.224967478914584,Adults,2.1875,53.31428571428572,0.058803912850155626
772401933,Existing Customer,36,F,1,Unknown,1.0,Less than $40K,Blue,26,3,3,2,2517.0,0,2517.0,0.946,3569,62,0.771,0.0,0,0,,1.0,0,8.180320874773685,Adults,2.3846153846153846,57.564516129032256,0.0
787460883,Attrited Customer,41,M,3,Uneducated,2.0,$40K - $60K,Blue,28,3,3,4,11091.0,0,11091.0,0.522,1234,34,0.308,0.0,1,1,0.0,2.0,0,7.118826249062078,Adults,1.2142857142857142,36.294117647058826,0.0
770937183,Existing Customer,40,F,4,Graduate,1.0,Less than $40K,Silver,27,3,1,2,10745.0,2084,8661.0,0.847,3502,87,0.933,0.194,0,0,3.0,1.0,1,8.161375023197486,Adults,3.2222222222222223,40.252873563218394,0.1939506747324337
715468083,Existing Customer,40,F,2,Doctorate,2.0,Unknown,Silver,36,3,2,4,34516.0,1686,32830.0,0.562,3146,66,0.65,0.049,0,0,5.0,,1,8.054204897064407,Adults,1.8333333333333333,47.666666666666664,0.04884691157723954
807161508,Existing Customer,26,M,1,Unknown,1.0,Less than $40K,Blue,20,6,3,2,2590.0,1748,842.0,0.626,2804,52,0.486,0.675,0,1,,1.0,0,7.9391588179567965,Young Adults,2.6,53.92307692307692,0.6749034749034749
772268058,Existing Customer,46,F,4,Uneducated,1.0,Less than $40K,Blue,35,5,2,3,2722.0,1473,1249.0,0.737,3129,69,0.683,0.541,0,0,0.0,1.0,0,8.048788283534199,Adults,1.9714285714285715,45.34782608695652,0.5411462160176341
710166783,Existing Customer,49,F,1,Graduate,2.0,Less than $40K,Blue,36,3,3,0,8228.0,0,8228.0,0.942,4277,80,0.702,0.0,0,0,3.0,1.0,0,8.361240889642351,Adults,2.2222222222222223,53.4625,0.0
804820233,Existing Customer,38,M,2,Unknown,3.0,$80K - $120K,Blue,33,6,3,2,11777.0,1781,9996.0,0.565,2763,62,0.879,0.151,0,1,,4.0,0,7.92443418488756,Adults,1.878787878787879,44.564516129032256,0.15122696781862954
708758658,Existing Customer,49,M,4,Graduate,2.0,$80K - $120K,Blue,39,5,1,1,34516.0,543,33973.0,0.745,3951,76,0.9,0.016,0,1,3.0,4.0,0,8.281977058867758,Adults,1.9487179487179487,51.98684210526316,0.015731834511530884
714011358,Existing Customer,38,M,3,Graduate,3.0,$80K - $120K,Blue,24,5,1,3,14821.0,0,14821.0,0.661,2876,60,0.622,0.0,0,1,3.0,4.0,0,7.964503363551548,Adults,2.5,47.93333333333333,0.0
712401033,Existing Customer,36,M,1,Unknown,1.0,Less than $40K,Blue,23,4,3,1,1438.3,928,510.3,0.851,2186,59,0.686,0.645,0,1,,1.0,0,7.690286020676768,Adults,2.5652173913043477,37.05084745762712,0.6452061461447542
771212508,Existing Customer,34,F,2,Unknown,1.0,Less than $40K,Blue,21,6,3,4,6131.0,1270,4861.0,0.913,2825,93,0.824,0.207,0,0,,1.0,0,7.946617563244473,Adults,4.428571428571429,30.376344086021504,0.20714402218235198
821150958,Existing Customer,52,M,5,Graduate,1.0,$80K - $120K,Blue,47,3,1,1,2047.0,665,1382.0,0.605,3452,66,0.692,0.325,0,1,3.0,4.0,0,8.146998697389993,Adults,1.4042553191489362,52.303030303030305,0.3248656570591109
792272658,Existing Customer,40,M,3,Graduate,1.0,$80K - $120K,Blue,34,3,3,4,22380.0,1220,21160.0,0.884,3756,73,0.78,0.055,0,1,3.0,4.0,0,8.231376045573969,Adults,2.1470588235294117,51.45205479452055,0.05451295799821269
809818008,Existing Customer,36,M,3,Uneducated,2.0,$80K - $120K,Blue,31,3,3,5,12893.0,1620,11273.0,0.576,2300,60,0.463,0.126,0,1,0.0,4.0,0,7.741099090035366,Adults,1.935483870967742,38.333333333333336,0.12564957729000234
803231058,Existing Customer,53,M,3,High School,1.0,Less than $40K,Blue,47,5,1,1,3351.0,1474,1877.0,0.393,4294,66,0.737,0.44,0,1,1.0,1.0,0,8.365206834418355,Adults,1.4042553191489362,65.06060606060606,0.43986869591166816
715698633,Existing Customer,40,F,2,Unknown,2.0,Less than $40K,Blue,36,3,1,1,5093.0,2376,2717.0,0.822,2341,57,0.541,0.467,0,0,,1.0,0,7.758760544157663,Adults,1.5833333333333333,41.07017543859649,0.46652267818574517
720450108,Existing Customer,54,M,1,Graduate,2.0,$40K - $60K,Blue,44,5,1,1,1438.3,0,1438.3,0.576,1585,37,0.609,0.0,0,1,3.0,2.0,0,7.368970402194793,Adults,0.8409090909090909,42.83783783783784,0.0
719076858,Existing Customer,34,M,4,College,1.0,$60K - $80K,Blue,20,5,1,2,2165.0,1952,213.0,0.822,2651,81,0.841,0.902,0,1,2.0,3.0,0,7.883069351305753,Adults,4.05,32.72839506172839,0.9016166281755197
720016308,Existing Customer,62,F,1,Unknown,1.0,Less than $40K,Blue,54,4,2,2,1927.0,1319,608.0,0.672,4199,77,0.75,0.684,0,0,,1.0,0,8.34283980427146,Seniors,1.4259259259259258,54.532467532467535,0.6844836533471718
712443558,Existing Customer,39,F,1,College,1.0,Unknown,Blue,36,6,1,1,22125.0,0,22125.0,0.645,1994,57,0.727,0.0,0,0,2.0,,0,7.598399329323964,Adults,1.5833333333333333,34.98245614035088,0.0
711835758,Existing Customer,50,M,3,Graduate,2.0,$120K +,Blue,42,4,5,3,34516.0,2099,32417.0,0.449,1756,35,0.25,0.061,0,1,3.0,5.0,0,7.471363088187097,Adults,0.8333333333333334,50.17142857142857,0.06081237686869857
709284333,Existing Customer,36,M,1,Uneducated,3.0,$120K +,Blue,28,6,3,2,5260.0,1116,4144.0,0.664,2546,62,0.879,0.212,0,1,0.0,5.0,0,7.842671474979457,Adults,2.2142857142857144,41.064516129032256,0.21216730038022813
788122533,Existing Customer,56,F,1,Graduate,2.0,Less than $40K,Blue,48,6,2,2,1438.3,0,1438.3,0.706,1336,32,0.882,0.0,0,0,3.0,1.0,0,7.198183577101943,Adults,0.6666666666666666,41.75,0.0
709206333,Attrited Customer,44,F,4,Graduate,1.0,$40K - $60K,Blue,30,3,4,4,4333.0,0,4333.0,0.463,1558,40,0.538,0.0,1,0,3.0,2.0,0,7.351799869057777,Adults,1.3333333333333333,38.95,0.0
713039808,Existing Customer,45,M,4,College,2.0,Less than $40K,Blue,32,3,2,1,6637.0,0,6637.0,0.675,1801,48,0.6,0.0,0,1,2.0,1.0,0,7.496652438168283,Adults,1.5,37.520833333333336,0.0
801700233,Existing Customer,36,M,2,Graduate,1.0,$120K +,Blue,28,4,3,0,3174.0,2462,712.0,0.772,3140,74,0.721,0.776,0,1,3.0,5.0,0,8.052296499538647,Adults,2.642857142857143,42.432432432432435,0.7756773787019534
716815308,Existing Customer,44,F,2,Uneducated,2.0,Less than $40K,Blue,36,4,2,5,4396.0,1489,2907.0,1.258,3942,69,0.816,0.339,0,0,0.0,1.0,0,8.279697133877628,Adults,1.9166666666666667,57.130434782608695,0.33871701546860783
821149008,Attrited Customer,52,M,2,Graduate,1.0,$80K - $120K,Blue,48,6,2,4,34516.0,0,34516.0,0.539,1661,40,0.6,0.0,1,1,3.0,4.0,0,7.415776975415394,Adults,0.8333333333333334,41.525,0.0
720580383,Existing Customer,50,F,3,Graduate,2.0,Less than $40K,Blue,37,3,2,4,1438.3,0,1438.3,0.868,3637,80,0.86,0.0,0,0,3.0,1.0,0,8.199189359078067,Adults,2.1621621621621623,45.4625,0.0
780202908,Existing Customer,53,F,2,Graduate,1.0,Less than $40K,Blue,43,3,3,4,6853.0,1480,5373.0,0.513,2833,70,0.556,0.216,0,0,3.0,1.0,0,7.949444420250626,Adults,1.627906976744186,40.47142857142857,0.21596381146942945
787504158,Existing Customer,36,F,0,Unknown,2.0,Less than $40K,Blue,24,4,3,2,2570.0,2230,340.0,0.686,1755,42,0.448,0.868,0,0,,1.0,0,7.470793774195062,Adults,1.75,41.785714285714285,0.867704280155642
716183283,Existing Customer,27,F,1,College,3.0,Less than $40K,Blue,15,5,3,2,2166.0,890,1276.0,1.024,3563,70,0.892,0.411,0,0,2.0,1.0,0,8.1786387885907,Young Adults,4.666666666666667,50.9,0.41089566020313945
824168808,Existing Customer,31,F,1,College,3.0,Unknown,Blue,27,4,6,3,3647.0,1480,2167.0,0.76,2271,60,0.364,0.406,0,0,2.0,,0,7.7284157798410416,Adults,2.2222222222222223,37.85,0.40581299698382234
712936908,Existing Customer,36,M,3,Unknown,1.0,$60K - $80K,Blue,36,3,1,1,11684.0,1786,9898.0,0.806,2969,88,0.796,0.153,0,1,,3.0,0,7.996317231796746,Adults,2.4444444444444446,33.73863636363637,0.15285861006504622
719855958,Existing Customer,41,M,4,High School,1.0,$60K - $80K,Blue,28,6,1,4,4475.0,0,4475.0,0.706,3367,66,0.737,0.0,0,1,1.0,3.0,0,8.122074375362217,Adults,2.357142857142857,51.015151515151516,0.0
710112933,Existing Customer,28,M,1,Uneducated,1.0,$60K - $80K,Blue,18,6,3,2,16604.0,1716,14888.0,1.025,2580,61,0.649,0.103,0,1,0.0,3.0,0,7.855932199718614,Young Adults,3.388888888888889,42.295081967213115,0.1033485907010359
768364233,Existing Customer,59,M,1,High School,2.0,$40K - $60K,Blue,53,6,2,5,5446.0,1885,3561.0,0.643,1505,33,0.32,0.346,0,1,1.0,2.0,0,7.317212408359839,Adults,0.6226415094339622,45.60606060606061,0.3461255967682703
771725808,Existing Customer,43,M,3,Uneducated,,$80K - $120K,Blue,31,5,1,4,28700.0,769,27931.0,0.901,3395,71,0.578,0.027,0,1,0.0,4.0,0,8.130353547431238,Adults,2.2903225806451615,47.816901408450704,0.026794425087108015
780686358,Existing Customer,41,M,3,Unknown,2.0,$60K - $80K,Blue,30,3,1,1,2888.0,1676,1212.0,0.534,3798,58,0.812,0.58,0,1,,3.0,0,8.242493153187626,Adults,1.9333333333333333,65.48275862068965,0.5803324099722992
712762758,Existing Customer,46,M,2,Graduate,2.0,$60K - $80K,Blue,34,4,2,0,9451.0,1280,8171.0,0.681,3179,79,0.975,0.135,0,1,3.0,3.0,0,8.064636475774222,Adults,2.323529411764706,40.24050632911393,0.13543540366098825
714392808,Existing Customer,51,M,3,Unknown,2.0,$80K - $120K,Blue,43,3,4,5,13933.0,1019,12914.0,0.875,3504,62,0.771,0.073,0,1,,4.0,0,8.16194579946869,Adults,1.441860465116279,56.516129032258064,0.07313572095026197
713089458,Existing Customer,44,M,1,High School,2.0,Less than $40K,Blue,33,5,2,2,6130.0,808,5322.0,0.747,3411,78,0.592,0.132,0,1,1.0,1.0,0,8.13505390861157,Adults,2.3636363636363638,43.73076923076923,0.13181076672104405
826780683,Existing Customer,40,M,3,Graduate,2.0,$60K - $80K,Blue,36,6,2,2,15008.0,0,15008.0,0.784,3943,85,0.771,0.0,0,1,3.0,3.0,0,8.279950715722526,Adults,2.361111111111111,46.38823529411765,0.0
780251658,Existing Customer,32,M,1,High School,2.0,$40K - $60K,Blue,18,4,1,4,4583.0,1586,2997.0,0.828,2395,57,0.781,0.346,0,1,1.0,2.0,0,7.78155595923534,Adults,3.1666666666666665,42.01754385964912,0.3460615317477635
772273983,Attrited Customer,48,M,4,Uneducated,1.0,$40K - $60K,Blue,37,1,3,4,5268.0,2191,3077.0,0.622,2138,40,0.429,0.416,1,1,0.0,2.0,0,7.668093709082406,Adults,1.0810810810810811,53.45,0.4159073652239939
737944908,Existing Customer,58,M,2,Unknown,2.0,$60K - $80K,Blue,51,4,2,2,14976.0,1463,13513.0,0.635,1599,36,0.565,0.098,0,1,,3.0,0,7.3777589082278725,Adults,0.7058823529411765,44.416666666666664,0.09768963675213675
720688158,Existing Customer,37,F,3,High School,1.0,Less than $40K,Blue,25,3,2,4,2282.0,0,2282.0,0.741,2751,68,0.659,0.0,0,0,1.0,1.0,0,7.920083199053234,Adults,2.72,40.455882352941174,0.0
719902908,Attrited Customer,51,M,3,Unknown,2.0,$80K - $120K,Blue,36,3,3,3,5130.0,0,5130.0,0.407,1434,31,0.292,0.0,1,1,,4.0,0,7.268920128193722,Adults,0.8611111111111112,46.25806451612903,0.0
771682533,Existing Customer,43,F,3,Unknown,2.0,Less than $40K,Blue,31,4,3,2,5702.0,0,5702.0,0.773,3928,75,0.744,0.0,0,0,,1.0,0,8.27614021955846,Adults,2.4193548387096775,52.373333333333335,0.0
708193008,Existing Customer,41,M,4,Uneducated,1.0,$80K - $120K,Blue,30,3,3,4,14480.0,0,14480.0,0.703,1616,43,0.654,0.0,0,1,0.0,4.0,0,7.388327859577107,Adults,1.4333333333333333,37.58139534883721,0.0
772449858,Existing Customer,51,M,3,Graduate,3.0,$40K - $60K,Blue,41,5,3,4,7570.0,1388,6182.0,0.909,3849,70,0.591,0.183,0,1,3.0,2.0,0,8.25582842728183,Adults,1.7073170731707317,54.98571428571429,0.1833553500660502
715992558,Existing Customer,52,M,2,Doctorate,2.0,$80K - $120K,Blue,38,4,2,2,12878.0,1628,11250.0,0.542,1968,59,0.735,0.126,0,1,5.0,4.0,0,7.585281078639126,Adults,1.5526315789473684,33.355932203389834,0.1264171455194906
708502908,Existing Customer,61,M,2,High School,1.0,$60K - $80K,Silver,48,5,2,3,26218.0,0,26218.0,0.74,3925,88,0.833,0.0,0,1,1.0,3.0,1,8.275376374836407,Seniors,1.8333333333333333,44.60227272727273,0.0
720132258,Existing Customer,49,M,3,Post-Graduate,1.0,$120K +,Silver,36,6,1,5,34516.0,1323,33193.0,0.934,3422,78,0.529,0.038,0,1,4.0,5.0,1,8.138272638530186,Adults,2.1666666666666665,43.87179487179487,0.03833004983196199
708704433,Existing Customer,36,F,3,High School,1.0,Unknown,Blue,23,6,3,4,2804.0,2090,714.0,1.248,2812,77,1.081,0.745,0,0,1.0,,0,7.9420068084898565,Adults,3.347826086956522,36.51948051948052,0.7453637660485022
720906033,Existing Customer,35,M,1,Graduate,2.0,$40K - $60K,Blue,25,5,4,4,5801.0,1176,4625.0,1.12,2987,52,0.857,0.203,0,1,3.0,2.0,0,8.002359546252707,Adults,2.08,57.44230769230769,0.20272366833304603
719961183,Existing Customer,63,F,0,High School,2.0,Less than $40K,Blue,53,5,3,2,2271.0,1278,993.0,0.375,1550,33,0.65,0.563,0,0,1.0,1.0,0,7.346655163176539,Seniors,0.6226415094339622,46.96969696969697,0.5627476882430648
718838808,Existing Customer,36,F,1,Post-Graduate,2.0,Less than $40K,Blue,23,6,3,3,3107.0,2354,753.0,1.248,2720,48,1.182,0.758,0,0,4.0,1.0,0,7.908754738783246,Adults,2.0869565217391304,56.666666666666664,0.7576440296105568
710268858,Existing Customer,33,F,4,Graduate,1.0,Less than $40K,Blue,22,5,1,2,2001.0,1217,784.0,0.775,3162,99,0.707,0.608,0,0,3.0,1.0,0,8.059276223305648,Adults,4.5,31.939393939393938,0.6081959020489756
788360283,Existing Customer,33,M,1,Graduate,1.0,$80K - $120K,Blue,26,4,1,0,1438.3,0,1438.3,0.865,2557,55,0.618,0.0,0,1,3.0,4.0,0,7.846980982138788,Adults,2.1153846153846154,46.49090909090909,0.0
717914808,Existing Customer,65,M,1,High School,1.0,Unknown,Blue,36,4,3,5,4465.0,703,3762.0,1.026,4044,66,0.65,0.157,0,1,1.0,,0,8.305236829492593,Seniors,1.8333333333333333,61.27272727272727,0.1574468085106383
802884933,Existing Customer,61,M,1,Graduate,2.0,$60K - $80K,Blue,55,6,2,3,3264.0,1348,1916.0,0.756,1665,32,0.524,0.413,0,1,3.0,3.0,0,7.418180822726788,Seniors,0.5818181818181818,52.03125,0.41299019607843135
714436383,Existing Customer,44,M,4,Graduate,,$80K - $120K,Blue,34,4,3,2,26856.0,0,26856.0,0.581,4222,75,0.471,0.0,0,1,3.0,4.0,0,8.348301054933943,Adults,2.2058823529411766,56.29333333333334,0.0
718785483,Existing Customer,38,M,1,Doctorate,1.0,$80K - $120K,Silver,29,6,3,3,34516.0,1435,33081.0,1.13,4238,85,0.809,0.042,0,1,5.0,4.0,1,8.352082671352637,Adults,2.9310344827586206,49.858823529411765,0.04157492177540851
708816408,Existing Customer,41,M,4,Uneducated,1.0,$80K - $120K,Blue,32,4,6,3,21756.0,0,21756.0,0.817,3063,71,0.511,0.0,0,1,0.0,4.0,0,8.027476530860483,Adults,2.21875,43.140845070422536,0.0
715363908,Existing Customer,44,F,4,Uneducated,2.0,Less than $40K,Blue,26,4,1,2,4726.0,1551,3175.0,0.544,3658,70,0.628,0.328,0,0,0.0,1.0,0,8.204945165019208,Adults,2.6923076923076925,52.25714285714286,0.3281845112145578
709163358,Attrited Customer,41,M,5,Unknown,1.0,$60K - $80K,Gold,32,2,3,4,34516.0,2517,31999.0,0.465,1727,35,0.458,0.073,1,1,,3.0,2,7.454719949364001,Adults,1.09375,49.34285714285714,0.07292270251477576
827643858,Existing Customer,45,F,2,Unknown,1.0,Less than $40K,Blue,41,6,2,2,5596.0,0,5596.0,0.833,3212,64,0.422,0.0,0,0,,1.0,0,8.074960359115858,Adults,1.5609756097560976,50.1875,0.0
711251133,Existing Customer,37,M,0,Post-Graduate,1.0,$80K - $120K,Blue,27,5,2,3,15326.0,0,15326.0,1.159,2990,55,0.964,0.0,0,1,4.0,4.0,0,8.003363058629947,Adults,2.037037037037037,54.36363636363637,0.0
716896833,Existing Customer,51,M,1,Unknown,1.0,$80K - $120K,Blue,38,3,1,4,11373.0,1319,10054.0,0.693,1976,35,0.75,0.116,0,1,,4.0,0,7.589335823170617,Adults,0.9210526315789473,56.457142857142856,0.11597643541721621
789193383,Existing Customer,65,M,0,Uneducated,1.0,Less than $40K,Blue,54,3,1,5,2644.0,1691,953.0,0.755,3495,70,0.628,0.64,0,1,0.0,1.0,0,8.159374736775426,Seniors,1.2962962962962963,49.92857142857143,0.6395612708018155
712801758,Existing Customer,37,F,1,Graduate,1.0,$40K - $60K,Blue,27,6,1,2,2673.0,2517,156.0,0.714,3052,63,0.75,0.942,0,0,3.0,2.0,0,8.023879992734878,Adults,2.3333333333333335,48.44444444444444,0.941638608305275
719836083,Existing Customer,54,M,4,Unknown,2.0,$60K - $80K,Blue,36,3,4,2,7477.0,1752,5725.0,0.294,1543,34,0.172,0.234,0,1,,3.0,0,7.342131730584722,Adults,0.9444444444444444,45.38235294117647,0.23431857696937275
718291233,Existing Customer,46,M,4,Graduate,2.0,$80K - $120K,Blue,33,5,1,3,16227.0,917,15310.0,0.479,4314,67,0.634,0.057,0,1,3.0,4.0,0,8.36985260351753,Adults,2.0303030303030303,64.38805970149254,0.056510753682134714
718682883,Existing Customer,41,M,2,Unknown,1.0,$80K - $120K,Blue,34,3,3,1,19110.0,2449,16661.0,1.0,4478,76,0.727,0.128,0,1,,4.0,0,8.4071550862073,Adults,2.235294117647059,58.921052631578945,0.12815279958137102
771503958,Existing Customer,49,M,2,Unknown,1.0,$40K - $60K,Blue,37,5,1,3,2993.0,1265,1728.0,0.579,4089,72,0.674,0.423,0,1,,2.0,0,8.316300249036848,Adults,1.945945945945946,56.791666666666664,0.42265285666555297
771960708,Existing Customer,51,M,2,Graduate,2.0,$80K - $120K,Blue,40,3,2,4,3290.0,2461,829.0,0.797,3591,80,0.739,0.748,0,1,3.0,4.0,0,8.18646442942209,Adults,2.0,44.8875,0.7480243161094224
717427983,Existing Customer,50,F,3,High School,1.0,Less than $40K,Silver,39,4,3,4,11176.0,2422,8754.0,1.003,2682,64,0.641,0.217,0,0,1.0,1.0,1,7.894690850425624,Adults,1.641025641025641,41.90625,0.21671438797423048
712737108,Existing Customer,48,F,4,High School,2.0,Unknown,Blue,36,4,1,2,21416.0,0,21416.0,0.702,4221,75,0.923,0.0,0,0,1.0,,0,8.348064228408266,Adults,2.0833333333333335,56.28,0.0
771599283,Existing Customer,53,M,2,Graduate,2.0,$80K - $120K,Blue,41,3,2,5,2492.0,1668,824.0,0.651,1606,32,0.882,0.669,0,1,3.0,4.0,0,7.382124365737512,Adults,0.7804878048780488,50.1875,0.6693418940609952
717237708,Existing Customer,54,M,2,Post-Graduate,1.0,$60K - $80K,Blue,38,3,3,5,14265.0,1878,12387.0,0.847,3982,58,0.871,0.132,0,1,4.0,3.0,0,8.289790583181643,Adults,1.5263157894736843,68.65517241379311,0.1316508937960042
710703708,Existing Customer,46,F,4,Unknown,1.0,$40K - $60K,Silver,35,6,3,2,16985.0,968,16017.0,0.455,2961,56,0.647,0.057,0,0,,2.0,1,7.993619994827744,Adults,1.6,52.875,0.05699146305563733
712513458,Existing Customer,47,F,4,High School,1.0,Less than $40K,Blue,38,4,1,4,7469.0,1899,5570.0,0.999,3150,70,0.489,0.254,0,0,1.0,1.0,0,8.055475141757274,Adults,1.8421052631578947,45.0,0.2542509037354398
709690158,Existing Customer,52,F,4,Graduate,2.0,Less than $40K,Blue,36,6,1,2,4592.0,2517,2075.0,0.572,1470,33,0.737,0.548,0,0,3.0,1.0,0,7.293697720601438,Adults,0.9166666666666666,44.54545454545455,0.5481271777003485
709959858,Existing Customer,43,F,4,Graduate,1.0,Less than $40K,Blue,32,6,3,4,4341.0,0,4341.0,0.613,3825,63,0.537,0.0,0,0,3.0,1.0,0,8.249575150000199,Adults,1.96875,60.714285714285715,0.0
720683958,Existing Customer,41,M,4,Uneducated,3.0,$80K - $120K,Gold,36,6,2,2,34516.0,0,34516.0,0.742,4077,67,0.763,0.0,0,1,0.0,4.0,2,8.3133619511344,Adults,1.8611111111111112,60.850746268656714,0.0
780704358,Existing Customer,34,M,3,Post-Graduate,,$60K - $80K,Silver,23,4,3,0,27710.0,0,27710.0,0.777,4014,73,0.659,0.0,0,1,4.0,3.0,1,8.297792626380861,Adults,3.1739130434782608,54.986301369863014,0.0
717843783,Existing Customer,33,F,1,College,1.0,Less than $40K,Silver,17,4,3,2,13431.0,1583,11848.0,0.621,2338,71,0.69,0.118,0,0,2.0,1.0,1,7.757478766584179,Adults,4.176470588235294,32.929577464788736,0.11786166331620877
718318383,Existing Customer,49,M,1,High School,,$60K - $80K,Blue,36,6,3,4,2645.0,1499,1146.0,0.67,4251,69,0.533,0.567,0,1,1.0,3.0,0,8.355144739461839,Adults,1.9166666666666667,61.608695652173914,0.5667296786389414
708849858,Existing Customer,44,M,3,Doctorate,1.0,$120K +,Blue,35,4,1,5,14028.0,1435,12593.0,0.57,3683,73,0.738,0.102,0,1,5.0,5.0,0,8.211754397375197,Adults,2.085714285714286,50.45205479452055,0.10229540918163672
712652283,Existing Customer,36,M,1,Uneducated,3.0,$80K - $120K,Blue,28,4,1,3,34516.0,774,33742.0,0.989,3030,74,0.805,0.022,0,1,0.0,4.0,0,8.016647877057803,Adults,2.642857142857143,40.945945945945944,0.022424382894889325
793461933,Existing Customer,37,M,3,High School,1.0,$80K - $120K,Blue,31,4,2,4,5699.0,1006,4693.0,0.734,2835,57,0.9,0.177,0,1,1.0,4.0,0,7.950149887652018,Adults,1.8387096774193548,49.73684210526316,0.17652219687664503
720084183,Existing Customer,46,M,3,Unknown,3.0,$120K +,Blue,34,5,2,4,16284.0,0,16284.0,0.889,3018,75,0.5,0.0,0,1,,5.0,0,8.012680929706839,Adults,2.2058823529411766,40.24,0.0
767114958,Existing Customer,65,M,0,Uneducated,1.0,Less than $40K,Blue,56,4,2,2,3226.0,2073,1153.0,1.035,3250,70,0.591,0.643,0,1,0.0,1.0,0,8.086717920303906,Seniors,1.25,46.42857142857143,0.6425914445133292
709216533,Existing Customer,52,M,2,College,2.0,$80K - $120K,Blue,36,6,3,4,2803.0,778,2025.0,0.55,3142,64,0.561,0.278,0,1,2.0,4.0,0,8.052933036797567,Adults,1.7777777777777777,49.09375,0.2775597574027827
720897783,Existing Customer,50,M,1,Uneducated,2.0,$120K +,Blue,30,6,2,5,34516.0,2010,32506.0,0.594,2776,59,0.735,0.058,0,1,0.0,5.0,0,7.9291264873067995,Adults,1.9666666666666666,47.05084745762712,0.05823386255649554
773503308,Existing Customer,59,M,1,Uneducated,1.0,Less than $40K,Blue,53,5,5,4,2192.0,1569,623.0,0.706,4010,79,0.717,0.716,0,1,0.0,1.0,0,8.296795865770052,Adults,1.490566037735849,50.75949367088607,0.7157846715328468
719963433,Existing Customer,37,F,3,Unknown,1.0,Unknown,Blue,29,3,2,2,8318.0,1945,6373.0,1.487,3676,77,1.139,0.234,0,0,,,0,8.209852481301272,Adults,2.6551724137931036,47.74025974025974,0.23383024765568647
